site,date,latitude,longitude,fuel,percent
bitter_canyon_castaic,1992-01-17,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,1992-01-31,34.51,-118.59444444444445,chamise,72.0
bitter_canyon_castaic,1992-02-28,34.51,-118.59444444444445,chamise,85.0
bitter_canyon_castaic,1992-03-13,34.51,-118.59444444444445,chamise,98.0
bitter_canyon_castaic,1992-04-10,34.51,-118.59444444444445,chamise,191.0
bitter_canyon_castaic,1992-04-24,34.51,-118.59444444444445,chamise,168.0
bitter_canyon_castaic,1992-05-22,34.51,-118.59444444444445,chamise,112.0
bitter_canyon_castaic,1992-06-12,34.51,-118.59444444444445,chamise,106.0
bitter_canyon_castaic,1992-06-26,34.51,-118.59444444444445,chamise,95.0
bitter_canyon_castaic,1992-07-10,34.51,-118.59444444444445,chamise,86.0
bitter_canyon_castaic,1992-07-24,34.51,-118.59444444444445,chamise,85.0
bitter_canyon_castaic,1992-08-07,34.51,-118.59444444444445,chamise,74.0
bitter_canyon_castaic,1992-08-21,34.51,-118.59444444444445,chamise,81.0
bitter_canyon_castaic,1992-09-04,34.51,-118.59444444444445,chamise,76.0
bitter_canyon_castaic,1992-09-18,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,1992-10-02,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,1992-10-16,34.51,-118.59444444444445,chamise,58.0
bitter_canyon_castaic,1992-10-30,34.51,-118.59444444444445,chamise,67.0
bitter_canyon_castaic,1992-11-13,34.51,-118.59444444444445,chamise,71.0
bitter_canyon_castaic,1992-12-24,34.51,-118.59444444444445,chamise,72.0
bitter_canyon_castaic,1997-01-31,34.51,-118.59444444444445,chamise,119.0
bitter_canyon_castaic,1997-02-14,34.51,-118.59444444444445,chamise,121.0
bitter_canyon_castaic,1997-02-28,34.51,-118.59444444444445,chamise,169.0
bitter_canyon_castaic,1997-03-14,34.51,-118.59444444444445,chamise,132.0
bitter_canyon_castaic,1997-03-28,34.51,-118.59444444444445,chamise,120.0
bitter_canyon_castaic,1997-04-11,34.51,-118.59444444444445,chamise,120.0
bitter_canyon_castaic,1997-05-09,34.51,-118.59444444444445,chamise,85.0
bitter_canyon_castaic,1997-05-30,34.51,-118.59444444444445,chamise,76.0
bitter_canyon_castaic,1997-06-13,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,1997-07-11,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,1997-07-25,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,1997-08-08,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,1997-08-22,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,1997-09-05,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,1997-09-19,34.51,-118.59444444444445,chamise,59.0
bitter_canyon_castaic,1997-10-03,34.51,-118.59444444444445,chamise,59.0
bitter_canyon_castaic,1997-10-17,34.51,-118.59444444444445,chamise,59.0
bitter_canyon_castaic,1997-10-31,34.51,-118.59444444444445,chamise,55.0
bitter_canyon_castaic,1997-11-21,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,1997-12-19,34.51,-118.59444444444445,chamise,72.0
bitter_canyon_castaic,1999-01-08,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,1999-02-05,34.51,-118.59444444444445,chamise,67.0
bitter_canyon_castaic,1999-02-19,34.51,-118.59444444444445,chamise,71.0
bitter_canyon_castaic,1999-03-05,34.51,-118.59444444444445,chamise,74.0
bitter_canyon_castaic,1999-03-26,34.51,-118.59444444444445,chamise,79.0
bitter_canyon_castaic,1999-04-23,34.51,-118.59444444444445,chamise,95.0
bitter_canyon_castaic,1999-05-07,34.51,-118.59444444444445,chamise,99.0
bitter_canyon_castaic,1999-05-21,34.51,-118.59444444444445,chamise,93.0
bitter_canyon_castaic,1999-06-11,34.51,-118.59444444444445,chamise,84.0
bitter_canyon_castaic,1999-06-25,34.51,-118.59444444444445,chamise,80.0
bitter_canyon_castaic,1999-07-09,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,1999-07-23,34.51,-118.59444444444445,chamise,74.0
bitter_canyon_castaic,1999-08-06,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,1999-08-27,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,1999-09-10,34.51,-118.59444444444445,chamise,62.0
bitter_canyon_castaic,1999-09-24,34.51,-118.59444444444445,chamise,63.0
bitter_canyon_castaic,1999-10-08,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,1999-10-22,34.51,-118.59444444444445,chamise,62.0
bitter_canyon_castaic,1999-11-05,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,1999-11-19,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,1999-12-03,34.51,-118.59444444444445,chamise,63.0
bitter_canyon_castaic,1999-12-17,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2000-01-08,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,2001-01-08,34.51,-118.59444444444445,chamise,63.0
bitter_canyon_castaic,2001-01-22,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2001-02-05,34.51,-118.59444444444445,chamise,80.0
bitter_canyon_castaic,2001-02-26,34.51,-118.59444444444445,chamise,91.0
bitter_canyon_castaic,2001-03-12,34.51,-118.59444444444445,chamise,101.0
bitter_canyon_castaic,2001-03-26,34.51,-118.59444444444445,chamise,129.0
bitter_canyon_castaic,2001-04-09,34.51,-118.59444444444445,chamise,115.0
bitter_canyon_castaic,2001-04-23,34.51,-118.59444444444445,chamise,103.0
bitter_canyon_castaic,2001-05-14,34.51,-118.59444444444445,chamise,136.0
bitter_canyon_castaic,2001-05-28,34.51,-118.59444444444445,chamise,112.0
bitter_canyon_castaic,2001-06-11,34.51,-118.59444444444445,chamise,95.0
bitter_canyon_castaic,2001-06-25,34.51,-118.59444444444445,chamise,86.0
bitter_canyon_castaic,2001-07-09,34.51,-118.59444444444445,chamise,81.0
bitter_canyon_castaic,2001-07-30,34.51,-118.59444444444445,chamise,76.0
bitter_canyon_castaic,2001-08-13,34.51,-118.59444444444445,chamise,73.0
bitter_canyon_castaic,2001-08-27,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,2001-09-10,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2001-09-24,34.51,-118.59444444444445,chamise,62.0
bitter_canyon_castaic,2001-10-08,34.51,-118.59444444444445,chamise,61.0
bitter_canyon_castaic,2001-10-15,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,2001-10-22,34.51,-118.59444444444445,chamise,56.0
bitter_canyon_castaic,2001-11-05,34.51,-118.59444444444445,chamise,62.0
bitter_canyon_castaic,2001-11-26,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,2001-12-10,34.51,-118.59444444444445,chamise,71.0
bitter_canyon_castaic,2002-01-08,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,2002-01-22,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,2002-02-05,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,2002-02-19,34.51,-118.59444444444445,chamise,79.0
bitter_canyon_castaic,2002-03-05,34.51,-118.59444444444445,chamise,82.0
bitter_canyon_castaic,2002-03-19,34.51,-118.59444444444445,chamise,76.0
bitter_canyon_castaic,2002-04-02,34.51,-118.59444444444445,chamise,84.0
bitter_canyon_castaic,2002-04-16,34.51,-118.59444444444445,chamise,87.0
bitter_canyon_castaic,2002-04-30,34.51,-118.59444444444445,chamise,95.0
bitter_canyon_castaic,2002-05-28,34.51,-118.59444444444445,chamise,85.0
bitter_canyon_castaic,2002-06-18,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,2002-07-02,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2002-07-16,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2002-08-06,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2002-08-20,34.51,-118.59444444444445,chamise,61.0
bitter_canyon_castaic,2002-09-17,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,2002-10-01,34.51,-118.59444444444445,chamise,56.0
bitter_canyon_castaic,2002-10-15,34.51,-118.59444444444445,chamise,51.0
bitter_canyon_castaic,2002-10-29,34.51,-118.59444444444445,chamise,52.0
bitter_canyon_castaic,2002-11-12,34.51,-118.59444444444445,chamise,61.0
bitter_canyon_castaic,2002-11-26,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,2002-12-03,34.51,-118.59444444444445,chamise,89.0
bitter_canyon_castaic,2002-12-24,34.51,-118.59444444444445,chamise,99.0
bitter_canyon_castaic,2003-01-15,34.51,-118.59444444444445,chamise,130.0
bitter_canyon_castaic,2003-01-29,34.51,-118.59444444444445,chamise,145.0
bitter_canyon_castaic,2003-02-19,34.51,-118.59444444444445,chamise,122.0
bitter_canyon_castaic,2003-03-05,34.51,-118.59444444444445,chamise,111.0
bitter_canyon_castaic,2003-03-19,34.51,-118.59444444444445,chamise,129.0
bitter_canyon_castaic,2003-04-02,34.51,-118.59444444444445,chamise,138.0
bitter_canyon_castaic,2003-04-23,34.51,-118.59444444444445,chamise,132.0
bitter_canyon_castaic,2003-05-07,34.51,-118.59444444444445,chamise,137.0
bitter_canyon_castaic,2003-05-21,34.51,-118.59444444444445,chamise,137.0
bitter_canyon_castaic,2003-06-04,34.51,-118.59444444444445,chamise,107.0
bitter_canyon_castaic,2003-06-18,34.51,-118.59444444444445,chamise,87.0
bitter_canyon_castaic,2003-07-09,34.51,-118.59444444444445,chamise,74.0
bitter_canyon_castaic,2003-07-23,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,2003-08-06,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2003-08-20,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,2003-09-03,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,2003-09-17,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2003-10-08,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,2003-10-22,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,2003-11-05,34.51,-118.59444444444445,chamise,67.0
bitter_canyon_castaic,2003-11-19,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2003-12-03,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2003-12-17,34.51,-118.59444444444445,chamise,67.0
bitter_canyon_castaic,2004-01-08,34.51,-118.59444444444445,chamise,70.0
bitter_canyon_castaic,2004-01-23,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,2004-02-13,34.51,-118.59444444444445,chamise,77.0
bitter_canyon_castaic,2004-03-05,34.51,-118.59444444444445,chamise,82.0
bitter_canyon_castaic,2004-03-25,34.51,-118.59444444444445,chamise,132.0
bitter_canyon_castaic,2004-04-08,34.51,-118.59444444444445,chamise,146.0
bitter_canyon_castaic,2004-04-23,34.51,-118.59444444444445,chamise,120.0
bitter_canyon_castaic,2004-05-06,34.51,-118.59444444444445,chamise,113.0
bitter_canyon_castaic,2004-05-20,34.51,-118.59444444444445,chamise,91.0
bitter_canyon_castaic,2004-06-04,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,2004-06-17,34.51,-118.59444444444445,chamise,73.0
bitter_canyon_castaic,2004-07-01,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,2004-07-22,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,2004-08-12,34.51,-118.59444444444445,chamise,59.0
bitter_canyon_castaic,2004-08-26,34.51,-118.59444444444445,chamise,61.0
bitter_canyon_castaic,2004-09-10,34.51,-118.59444444444445,chamise,56.0
bitter_canyon_castaic,2004-09-23,34.51,-118.59444444444445,chamise,56.0
bitter_canyon_castaic,2004-10-07,34.51,-118.59444444444445,chamise,58.0
bitter_canyon_castaic,2004-10-28,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,2004-11-12,34.51,-118.59444444444445,chamise,74.0
bitter_canyon_castaic,2004-11-30,34.51,-118.59444444444445,chamise,94.0
bitter_canyon_castaic,2004-12-10,34.51,-118.59444444444445,chamise,94.0
bitter_canyon_castaic,2004-12-22,34.51,-118.59444444444445,chamise,91.0
bitter_canyon_castaic,2005-01-22,34.51,-118.59444444444445,chamise,211.0
bitter_canyon_castaic,2005-02-05,34.51,-118.59444444444445,chamise,189.0
bitter_canyon_castaic,2005-02-19,34.51,-118.59444444444445,chamise,164.0
bitter_canyon_castaic,2005-03-05,34.51,-118.59444444444445,chamise,166.0
bitter_canyon_castaic,2005-03-19,34.51,-118.59444444444445,chamise,149.0
bitter_canyon_castaic,2005-04-02,34.51,-118.59444444444445,chamise,160.0
bitter_canyon_castaic,2005-04-16,34.51,-118.59444444444445,chamise,138.0
bitter_canyon_castaic,2005-04-30,34.51,-118.59444444444445,chamise,153.0
bitter_canyon_castaic,2005-05-14,34.51,-118.59444444444445,chamise,116.0
bitter_canyon_castaic,2005-05-28,34.51,-118.59444444444445,chamise,119.0
bitter_canyon_castaic,2005-06-11,34.51,-118.59444444444445,chamise,96.0
bitter_canyon_castaic,2005-06-25,34.51,-118.59444444444445,chamise,90.0
bitter_canyon_castaic,2005-07-16,34.51,-118.59444444444445,chamise,88.0
bitter_canyon_castaic,2005-07-30,34.51,-118.59444444444445,chamise,89.0
bitter_canyon_castaic,2005-08-13,34.51,-118.59444444444445,chamise,95.0
bitter_canyon_castaic,2005-08-27,34.51,-118.59444444444445,chamise,77.0
bitter_canyon_castaic,2005-09-10,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,2005-09-24,34.51,-118.59444444444445,chamise,67.0
bitter_canyon_castaic,2005-10-08,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,2005-10-29,34.51,-118.59444444444445,chamise,73.0
bitter_canyon_castaic,2005-11-19,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,2005-12-03,34.51,-118.59444444444445,chamise,74.0
bitter_canyon_castaic,2005-12-17,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2005-12-31,34.51,-118.59444444444445,chamise,67.0
bitter_canyon_castaic,2006-01-01,34.51,-118.59444444444445,chamise,67.0
bitter_canyon_castaic,2006-01-13,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,2006-01-27,34.51,-118.59444444444445,chamise,72.0
bitter_canyon_castaic,2006-02-10,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,2006-02-24,34.51,-118.59444444444445,chamise,76.0
bitter_canyon_castaic,2006-03-10,34.51,-118.59444444444445,chamise,76.0
bitter_canyon_castaic,2006-03-24,34.51,-118.59444444444445,chamise,91.0
bitter_canyon_castaic,2006-04-14,34.51,-118.59444444444445,chamise,112.0
bitter_canyon_castaic,2006-04-28,34.51,-118.59444444444445,chamise,147.0
bitter_canyon_castaic,2006-05-12,34.51,-118.59444444444445,chamise,164.0
bitter_canyon_castaic,2006-05-26,34.51,-118.59444444444445,chamise,147.0
bitter_canyon_castaic,2006-06-09,34.51,-118.59444444444445,chamise,129.0
bitter_canyon_castaic,2006-06-23,34.51,-118.59444444444445,chamise,86.0
bitter_canyon_castaic,2006-07-07,34.51,-118.59444444444445,chamise,95.0
bitter_canyon_castaic,2006-07-21,34.51,-118.59444444444445,chamise,84.0
bitter_canyon_castaic,2006-08-04,34.51,-118.59444444444445,chamise,79.0
bitter_canyon_castaic,2006-08-18,34.51,-118.59444444444445,chamise,74.0
bitter_canyon_castaic,2006-09-08,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,2006-09-22,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,2006-10-06,34.51,-118.59444444444445,chamise,61.0
bitter_canyon_castaic,2006-10-20,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2006-11-03,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,2006-11-17,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,2006-12-01,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2006-12-15,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2006-12-29,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2007-01-12,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2007-01-26,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2007-02-09,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2007-02-23,34.51,-118.59444444444445,chamise,64.0
bitter_canyon_castaic,2007-03-09,34.51,-118.59444444444445,chamise,75.0
bitter_canyon_castaic,2007-03-30,34.51,-118.59444444444445,chamise,72.0
bitter_canyon_castaic,2007-04-13,34.51,-118.59444444444445,chamise,79.0
bitter_canyon_castaic,2007-05-04,34.51,-118.59444444444445,chamise,83.0
bitter_canyon_castaic,2007-05-25,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,2007-06-08,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2007-06-29,34.51,-118.59444444444445,chamise,73.0
bitter_canyon_castaic,2007-07-13,34.51,-118.59444444444445,chamise,72.0
bitter_canyon_castaic,2007-07-27,34.51,-118.59444444444445,chamise,71.0
bitter_canyon_castaic,2007-08-10,34.51,-118.59444444444445,chamise,73.0
bitter_canyon_castaic,2007-08-23,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,2007-09-07,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,2007-09-20,34.51,-118.59444444444445,chamise,58.0
bitter_canyon_castaic,2007-10-05,34.51,-118.59444444444445,chamise,63.0
bitter_canyon_castaic,2007-10-18,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,2007-11-02,34.51,-118.59444444444445,chamise,68.0
bitter_canyon_castaic,2007-11-16,34.51,-118.59444444444445,chamise,66.0
bitter_canyon_castaic,2007-11-30,34.51,-118.59444444444445,chamise,58.0
bitter_canyon_castaic,2007-12-14,34.51,-118.59444444444445,chamise,65.0
bitter_canyon_castaic,2007-12-28,34.51,-118.59444444444445,chamise,72.0
bitter_canyon_castaic,2008-01-11,34.51,-118.59444444444445,chamise,74.0
bitter_canyon_castaic,2008-02-01,34.51,-118.59444444444445,chamise,84.0
bitter_canyon_castaic,2008-02-15,34.51,-118.59444444444445,chamise,121.0
bitter_canyon_castaic,2008-02-29,34.51,-118.59444444444445,chamise,149.0
bitter_canyon_castaic,2008-03-14,34.51,-118.59444444444445,chamise,146.0
bitter_canyon_castaic,2008-04-04,34.51,-118.59444444444445,chamise,128.0
bitter_canyon_castaic,2008-04-18,34.51,-118.59444444444445,chamise,119.0
bitter_canyon_castaic,2008-05-02,34.51,-118.59444444444445,chamise,104.0
bitter_canyon_castaic,2008-05-16,34.51,-118.59444444444445,chamise,97.0
bitter_canyon_castaic,2008-05-30,34.51,-118.59444444444445,chamise,79.0
bitter_canyon_castaic,2008-06-13,34.51,-118.59444444444445,chamise,73.0
bitter_canyon_castaic,2008-06-27,34.51,-118.59444444444445,chamise,72.0
bitter_canyon_castaic,2008-07-24,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,2008-08-08,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,2008-08-22,34.51,-118.59444444444445,chamise,59.0
bitter_canyon_castaic,2008-09-05,34.51,-118.59444444444445,chamise,59.0
bitter_canyon_castaic,2008-09-05,34.51,-118.59444444444445,sage_black,79.0
bitter_canyon_castaic,2008-09-19,34.51,-118.59444444444445,chamise,59.0
bitter_canyon_castaic,2008-10-03,34.51,-118.59444444444445,chamise,60.0
bitter_canyon_castaic,2008-10-03,34.51,-118.59444444444445,sage_black,70.0
bitter_canyon_castaic,2008-10-31,34.51,-118.59444444444445,chamise,55.0
bitter_canyon_castaic,2008-10-31,34.51,-118.59444444444445,sage_black,60.0
bitter_canyon_castaic,2008-11-14,34.51,-118.59444444444445,chamise,61.0
bitter_canyon_castaic,2008-11-14,34.51,-118.59444444444445,sage_black,108.0
bitter_canyon_castaic,2008-12-05,34.51,-118.59444444444445,chamise,70.0
bitter_canyon_castaic,2008-12-05,34.51,-118.59444444444445,sage_black,123.0
bitter_canyon_castaic,2008-12-26,34.51,-118.59444444444445,chamise,70.0
bitter_canyon_castaic,2008-12-26,34.51,-118.59444444444445,sage_black,122.0
bitter_canyon_castaic,2009-01-09,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,2009-01-09,34.51,-118.59444444444445,sage_black,175.0
bitter_canyon_castaic,2009-01-23,34.51,-118.59444444444445,chamise,69.0
bitter_canyon_castaic,2009-01-23,34.51,-118.59444444444445,sage_black,197.0
bitter_canyon_castaic,2009-02-06,34.51,-118.59444444444445,chamise,77.0
bitter_canyon_castaic,2009-02-06,34.51,-118.59444444444445,sage_black,185.0
bitter_canyon_castaic,2009-02-20,34.51,-118.59444444444445,chamise,84.0
bitter_canyon_castaic,2009-02-20,34.51,-118.59444444444445,sage_black,228.0
bitter_canyon_castaic,2009-03-06,34.51,-118.59444444444445,chamise,97.0
bitter_canyon_castaic,2009-03-06,34.51,-118.59444444444445,sage_black,289.0
bitter_canyon_castaic,2009-03-20,34.51,-118.59444444444445,chamise,97.0
bitter_canyon_castaic,2009-03-20,34.51,-118.59444444444445,sage_black,280.0
bitter_canyon_castaic,2009-04-03,34.51,-118.59444444444445,chamise,100.0
bitter_canyon_castaic,2009-04-03,34.51,-118.59444444444445,sage_black,280.0
bitter_canyon_castaic,2009-04-17,34.51,-118.59444444444445,chamise,127.0
bitter_canyon_castaic,2009-04-17,34.51,-118.59444444444445,sage_black,203.0
bitter_canyon_castaic,2009-05-01,34.51,-118.59444444444445,chamise,133.0
bitter_canyon_castaic,2009-05-01,34.51,-118.59444444444445,sage_black,182.0
bitter_canyon_castaic,2009-05-15,34.51,-118.59444444444445,chamise,130.0
bitter_canyon_castaic,2009-05-15,34.51,-118.59444444444445,sage_black,143.0
bitter_canyon_castaic,2009-06-26,34.51,-118.59444444444445,chamise,73.0
bitter_canyon_castaic,2009-06-26,34.51,-118.59444444444445,sage_purple,73.0
bitter_canyon_castaic,2009-06-26,34.51,-118.59444444444445,sage_black,81.0
bitter_canyon_castaic,2009-06-26,34.51,-118.59444444444445,sage_california,78.0
bitter_canyon_castaic,2009-07-24,34.51,-118.59444444444445,chamise,62.0
bitter_canyon_castaic,2009-07-24,34.51,-118.59444444444445,sage_purple,53.0
bitter_canyon_castaic,2009-07-24,34.51,-118.59444444444445,sage_black,78.0
bitter_canyon_castaic,2009-07-24,34.51,-118.59444444444445,sage_california,85.0
bitter_canyon_castaic,2009-08-07,34.51,-118.59444444444445,chamise,57.0
bitter_canyon_castaic,2009-08-07,34.51,-118.59444444444445,sage_purple,65.0
bitter_canyon_castaic,2009-08-07,34.51,-118.59444444444445,sage_black,87.0
bitter_canyon_castaic,2009-08-07,34.51,-118.59444444444445,sage_california,86.0
bitter_canyon_castaic,2009-08-21,34.51,-118.59444444444445,chamise,55.0
bitter_canyon_castaic,2009-08-21,34.51,-118.59444444444445,sage_purple,56.0
bitter_canyon_castaic,2009-08-21,34.51,-118.59444444444445,sage_black,64.0
bitter_canyon_castaic,2009-08-21,34.51,-118.59444444444445,sage_california,76.0
bitter_canyon_castaic,2009-09-18,34.51,-118.59444444444445,chamise,52.0
bitter_canyon_castaic,2009-09-18,34.51,-118.59444444444445,sage_purple,52.0
bitter_canyon_castaic,2009-09-18,34.51,-118.59444444444445,sage_black,58.0
bitter_canyon_castaic,2009-09-18,34.51,-118.59444444444445,sage_california,86.0
bitter_canyon_castaic,2009-10-02,34.51,-118.59444444444445,chamise,51.0
bitter_canyon_castaic,2009-10-02,34.51,-118.59444444444445,sage_purple,57.0
bitter_canyon_castaic,2009-10-02,34.51,-118.59444444444445,sage_black,58.0
bitter_canyon_castaic,2009-10-02,34.51,-118.59444444444445,sage_california,65.0
bitter_canyon_castaic,2009-10-30,34.51,-118.59444444444445,chamise,72.0
bitter_canyon_castaic,2009-10-30,34.51,-118.59444444444445,sage_purple,146.0
bitter_canyon_castaic,2009-10-30,34.51,-118.59444444444445,sage_black,172.0
bitter_canyon_castaic,2009-10-30,34.51,-118.59444444444445,sage_california,186.0
bitter_canyon_castaic,2009-12-04,34.51,-118.59444444444445,chamise,73.0
bitter_canyon_castaic,2009-12-04,34.51,-118.59444444444445,sage_purple,141.0
bitter_canyon_castaic,2009-12-04,34.51,-118.59444444444445,sage_black,106.0
bitter_canyon_castaic,2009-12-04,34.51,-118.59444444444445,sage_california,94.0
bitter_canyon_castaic,2009-12-18,34.51,-118.59444444444445,chamise,88.0
bitter_canyon_castaic,2009-12-18,34.51,-118.59444444444445,sage_purple,162.0
bitter_canyon_castaic,2009-12-18,34.51,-118.59444444444445,sage_black,194.0
bitter_canyon_castaic,2009-12-18,34.51,-118.59444444444445,sage_california,163.0
bitter_canyon_castaic,2010-01-08,34.51,-118.59444444444445,chamise,83.0
bitter_canyon_castaic,2010-01-08,34.51,-118.59444444444445,sage_purple,167.0
bitter_canyon_castaic,2010-01-08,34.51,-118.59444444444445,sage_black,182.0
bitter_canyon_castaic,2010-01-08,34.51,-118.59444444444445,sage_california,141.0
bitter_canyon_castaic,2010-01-29,34.51,-118.59444444444445,chamise,82.0
bitter_canyon_castaic,2010-01-29,34.51,-118.59444444444445,sage_purple,194.0
bitter_canyon_castaic,2010-01-29,34.51,-118.59444444444445,sage_black,150.0
bitter_canyon_castaic,2010-01-29,34.51,-118.59444444444445,sage_california,172.0
bitter_canyon_castaic,2010-02-26,34.51,-118.59444444444445,chamise,129.0
bitter_canyon_castaic,2010-02-26,34.51,-118.59444444444445,sage_purple,250.0
bitter_canyon_castaic,2010-02-26,34.51,-118.59444444444445,sage_black,240.0
bitter_canyon_castaic,2010-02-26,34.51,-118.59444444444445,sage_california,227.0
bitter_canyon_castaic,2010-03-12,34.51,-118.59444444444445,chamise,144.0
bitter_canyon_castaic,2010-03-12,34.51,-118.59444444444445,sage_purple,250.0
bitter_canyon_castaic,2010-03-12,34.51,-118.59444444444445,sage_black,247.0
bitter_canyon_castaic,2010-03-12,34.51,-118.59444444444445,sage_california,226.0
bitter_canyon_castaic,2010-03-26,34.51,-118.59444444444445,chamise,153.0
bitter_canyon_castaic,2010-03-26,34.51,-118.59444444444445,sage_purple,236.0
bitter_canyon_castaic,2010-03-26,34.51,-118.59444444444445,sage_black,271.0
bitter_canyon_castaic,2010-03-26,34.51,-118.59444444444445,sage_california,221.0
bitter_canyon_castaic,2010-04-09,34.51,-118.59444444444445,chamise,143.0
bitter_canyon_castaic,2010-04-09,34.51,-118.59444444444445,sage_purple,209.0
bitter_canyon_castaic,2010-04-09,34.51,-118.59444444444445,sage_black,240.0
bitter_canyon_castaic,2010-04-09,34.51,-118.59444444444445,sage_california,188.0
bitter_canyon_castaic,2010-04-23,34.51,-118.59444444444445,chamise,137.0
bitter_canyon_castaic,2010-04-23,34.51,-118.59444444444445,sage_purple,267.0
bitter_canyon_castaic,2010-04-23,34.51,-118.59444444444445,sage_black,262.0
bitter_canyon_castaic,2010-04-23,34.51,-118.59444444444445,sage_california,242.0
bitter_canyon_castaic,2010-05-07,34.51,-118.59444444444445,chamise,118.0
bitter_canyon_castaic,2010-05-07,34.51,-118.59444444444445,sage_purple,183.0
bitter_canyon_castaic,2010-05-07,34.51,-118.59444444444445,sage_black,198.0
bitter_canyon_castaic,2010-05-07,34.51,-118.59444444444445,sage_california,181.0
bitter_canyon_castaic,2010-05-21,34.51,-118.59444444444445,chamise,105.0
