OBJECTID,SRA,FHSZ,FHSZ_Description,Shape__Area,Shape__Length
83,LRA,-3,NonWildland,605700,5160.00000000373
84,LRA,-3,NonWildland,25739999.9998169,42060.0000000056
85,LRA,-3,NonWildland,689380.164459229,3328.22327376311
86,LRA,-3,NonWildland,9979643.18106079,19810.0066864783
87,LRA,-3,NonWildland,564365.330673218,5711.51493054556
88,LRA,-3,NonWildland,1406585.67762756,6099.35710847778
89,LRA,-3,NonWildland,485103.312683105,2891.34751155956
90,LRA,-3,NonWildland,20271.9275817871,785.829130640432
91,LRA,-3,NonWildland,1982700.00006104,10380.000000041
92,LRA,-3,NonWildland,877500.000091553,6120.00000001304
93,LRA,-3,NonWildland,44645.4854888916,1215.88214255819
94,LRA,-3,NonWildland,3122999.99990845,14880.0000000447
95,LRA,-3,NonWildland,2195258.85192871,8027.13108311182
96,LRA,-3,NonWildland,78780.6899414063,1664.23837369345
97,LRA,-3,NonWildland,95400,1679.99999998696
98,LRA,-3,NonWildland,731652.181854248,5655.50218300052
99,LRA,-3,NonWildland,2582249.12785339,6427.76251070128
100,LRA,-3,NonWildland,943384.143005371,5979.88589207648
101,LRA,-3,NonWildland,81953.072052002,1761.97159979471
102,LRA,-3,NonWildland,2562376.7086792,6403.39283365996
103,LRA,-3,NonWildland,3231311.46011353,8469.87226866196
104,LRA,-3,NonWildland,90145.5839996338,2042.55738745738
105,LRA,-3,NonWildland,1320299.99996948,6540.00000000559
106,LRA,-3,NonWildland,215282.484298706,2203.32130728362
107,LRA,-3,NonWildland,251100.000061035,3359.99999998696
108,LRA,-3,NonWildland,47543.5784301758,1149.15445565489
109,LRA,-3,NonWildland,859.832138061523,136.140925756074
110,LRA,-3,NonWildland,7032637.01524353,21800.7404040841
111,LRA,-3,NonWildland,33386.6519927979,1045.89413804104
112,LRA,-3,NonWildland,1870505.58081055,7118.51299767834
113,LRA,-3,NonWildland,2597889.23980713,6452.22939995857
114,LRA,-3,NonWildland,172444.718399048,2532.00591223131
115,LRA,-3,NonWildland,583200,4319.99999999255
116,LRA,-3,NonWildland,2586321.64102173,6432.90041425829
117,LRA,-3,NonWildland,28169099.9998474,41879.9999999795
118,LRA,-3,NonWildland,742599.256210327,5680.36459544684
119,LRA,-3,NonWildland,211500,3419.99999997579
120,LRA,-3,NonWildland,213427.282409668,2684.95141172159
121,LRA,-3,NonWildland,3870900,12059.9999999981
122,LRA,-3,NonWildland,738314.16758728,8474.08979347277
123,LRA,-3,NonWildland,268982283.953711,368152.870687692
124,LRA,-3,NonWildland,91841.755569458,2042.81307426279
125,LRA,-3,NonWildland,1098900,6180.00000002794
126,LRA,-3,NonWildland,4624199.99993896,19740.0000000279
127,LRA,-3,NonWildland,387900,3599.99999998324
128,LRA,-3,NonWildland,36065699.9999695,72000.0000000391
129,LRA,-3,NonWildland,329690.979019165,5492.60108574097
130,LRA,-3,NonWildland,105300.00012207,1740.00000001118
