OBJECTID,SRA,FHSZ,FHSZ_Description,Shape__Area,Shape__Length
1693,LRA,1,Moderate,880819.56652832,10421.5949527319
1694,LRA,1,Moderate,80523.7233581543,1203.48779576588
1695,LRA,1,Moderate,41622.111907959,1004.6523818484
1696,LRA,1,Moderate,2597556.33401489,6653.69904741859
1697,LRA,1,Moderate,162938.515518188,1614.86930440342
1698,LRA,1,Moderate,80500.8776397705,1203.47193913261
1699,LRA,1,Moderate,159174.926101685,1596.01316997644
1700,LRA,1,Moderate,62.8806610107422,191.117444306528
1701,LRA,1,Moderate,473772.269851685,3715.27823930072
1702,LRA,1,Moderate,2333857.27857971,23701.8938071051
1703,LRA,1,Moderate,8866199.69151306,32621.4282795202
1704,LRA,1,Moderate,2109157.6431427,9028.96939184313
1705,LRA,1,Moderate,276958.219299316,2841.24871039333
1706,LRA,1,Moderate,449011.073348999,3637.43983648629
1707,LRA,1,Moderate,442067.784042358,4009.62701855776
1708,LRA,1,Moderate,343921.662307739,3000.12125329233
1709,LRA,1,Moderate,2592936.9650116,6441.10434974053
1710,LRA,1,Moderate,2621930.48980713,6477.05301357739
1711,LRA,1,Moderate,2423931.93551636,6234.2716213528
1712,LRA,1,Moderate,115.831939697266,105.034849441035
1713,LRA,1,Moderate,44067.1245117188,840.172278651136
1714,LRA,1,Moderate,2614004.98075867,6467.48540110076
1715,LRA,1,Moderate,1499373.97691345,6079.87173305736
1716,LRA,1,Moderate,319770.571060181,2422.47840611017
1717,LRA,1,Moderate,2593932.95059204,6442.39098898341
1718,LRA,1,Moderate,2639452.77456665,6503.37935147003
1719,LRA,1,Moderate,35410922.061203,84606.3649007203
1720,LRA,1,Moderate,179044.201950073,1695.01775082667
1721,LRA,1,Moderate,10931865.2897186,31620.6282518135
1722,LRA,1,Moderate,430002.092773438,4847.37530262776
1723,LRA,1,Moderate,97791.7712020874,2561.45736476654
1724,LRA,1,Moderate,1834600.20237732,7354.34306068472
1725,LRA,1,Moderate,530461.590438843,3366.80559579989
1726,LRA,1,Moderate,164137.069747925,1620.87164437901
1727,LRA,1,Moderate,2652696.82933044,6514.89301598296
1728,LRA,1,Moderate,793315.350463867,19942.3049778214
1729,LRA,1,Moderate,1875304.6693573,11878.4463793685
1730,LRA,1,Moderate,164503.461685181,1622.70865038388
1731,LRA,1,Moderate,4765315.27734375,15260.8253157193
1732,LRA,1,Moderate,152873.257064819,1564.97761137038
1733,LRA,1,Moderate,19495530.4133148,75303.7445645436
1734,LRA,1,Moderate,460799.999984741,9779.99999997392
1735,LRA,1,Moderate,916200.000030518,5040.00000001118
1736,LRA,1,Moderate,2162985.34649658,8867.18484574979
1737,LRA,1,Moderate,940500.000106812,18360.0000000279
1738,LRA,1,Moderate,2557291.91766357,6396.69825432629
1739,LRA,1,Moderate,613923.002685547,3134.70128313019
1740,LRA,1,Moderate,12021292.9038391,280970.207838025
1741,LRA,1,Moderate,2589673.02270508,8043.91870105895
1742,LRA,1,Moderate,4665959.1184845,9733.89251903151
1743,LRA,1,Moderate,534600.000030518,12600.0000000037
1744,LRA,1,Moderate,656428.316040039,3242.3994458166
1745,LRA,1,Moderate,4705.71200561523,1360.8667686384
1746,LRA,1,Moderate,1256463.75408936,4784.4539722625
1747,LRA,1,Moderate,2607392.25439453,7129.58193964254
1748,LRA,1,Moderate,1699647.81694031,37662.0282031312
1749,LRA,1,Moderate,5294647.95274353,28918.6728813212
1750,LRA,1,Moderate,1198800,5939.99999997951
1751,LRA,1,Moderate,261899.999984741,10200.0000000168
1752,LRA,1,Moderate,1296692.91445923,4840.62576596604
1753,LRA,1,Moderate,1045962.63874817,4820.74625523916
1754,LRA,1,Moderate,9443619.74371338,211292.716621426
1755,LRA,1,Moderate,4817330.37574768,10204.3932711252
1756,LRA,1,Moderate,9504067.72991943,51520.3678911522
1757,LRA,1,Moderate,25242.7033081055,663.912022931306
1758,LRA,1,Moderate,1326044.76365662,4865.51430913373
1759,LRA,1,Moderate,335700.000061035,11819.9999999907
1760,LRA,1,Moderate,467244.564071655,3156.03105972114
1761,LRA,1,Moderate,159823.915405273,1599.16937572793
1762,LRA,1,Moderate,60100.5692596436,1076.54492779362
1763,LRA,1,Moderate,39055.2003479004,790.500241341934
1764,LRA,1,Moderate,32.1514892578125,32.1890429171623
1765,LRA,1,Moderate,840504.760482788,4070.39304584471
1766,LRA,1,Moderate,2583830.38296509,6429.75234022896
1767,LRA,1,Moderate,1801800,6900.00000001863
1768,LRA,1,Moderate,404702.322677612,5553.04986816585
1769,LRA,1,Moderate,646101.871704102,3215.24880054911
1770,LRA,1,Moderate,1862263.48474121,10279.8401473733
1771,LRA,1,Moderate,357281.868652344,3118.0527497414
1772,LRA,1,Moderate,4453229.97346497,18886.3745293312
1773,LRA,1,Moderate,2510880.78643799,7161.03955325141
1774,LRA,1,Moderate,107088.575820923,1330.02496833692
1775,LRA,1,Moderate,898200.000061035,21839.9999999572
1776,LRA,1,Moderate,202780.690551758,2515.78306078616
1777,LRA,1,Moderate,1330200,6059.99999999069
1778,LRA,1,Moderate,30764.0974731445,722.492318420206
1779,LRA,1,Moderate,2603555.67988586,6454.37816622725
1780,LRA,1,Moderate,155353.470901489,2637.84341746674
1781,LRA,1,Moderate,2539907.40429688,6375.03837790381
1782,LRA,1,Moderate,55032.6082611084,1010.00621589692
1783,LRA,1,Moderate,2565440.31689453,6406.98044126831
1784,LRA,1,Moderate,13150454.2106171,22462.564720853
1785,LRA,1,Moderate,1445096.95625305,5526.08888200036
1786,LRA,1,Moderate,2622010.66467285,6477.54911821456
1787,LRA,1,Moderate,453874.426582336,13194.1468468032
1788,LRA,1,Moderate,2075527.52178955,8411.7040698797
1789,LRA,1,Moderate,693338.774765015,18321.0001608019
1790,LRA,1,Moderate,829297.488510132,4480.24927265875
1791,LRA,1,Moderate,205363.15826416,1813.04367643616
1792,LRA,1,Moderate,2286813.01608276,6815.47575773277
1793,LRA,1,Moderate,452636.21673584,4553.89670049905
1794,LRA,1,Moderate,350545.519271851,2525.42722685048
1795,LRA,1,Moderate,2566709.04641724,6408.38847440389
1796,LRA,1,Moderate,152717.244110107,3693.58178712394
1797,LRA,1,Moderate,1511830.13591003,6443.01661675016
1798,LRA,1,Moderate,82814.5819549561,1199.00713893103
1799,LRA,1,Moderate,46839.2156219482,1409.1682193786
1800,LRA,1,Moderate,9243469.65536499,24146.9541719992
1801,LRA,1,Moderate,168495.877532959,1642.19288549437
1802,LRA,1,Moderate,4591822.57691956,17231.6384360051
1803,LRA,1,Moderate,840354.854202271,4089.90120479678
1804,LRA,1,Moderate,152235.018005371,1612.25732470568
1805,LRA,1,Moderate,296458.84815979,2339.89561103862
1806,LRA,1,Moderate,2990304.02436829,6930.43196462628
1807,LRA,1,Moderate,37998.6081085205,1473.45416072782
1808,LRA,1,Moderate,287964.680419922,2323.67241426931
1809,LRA,1,Moderate,2578359.85444641,6423.06300029008
1810,LRA,1,Moderate,29062.0910491943,1180.23919202235
1811,LRA,1,Moderate,2584570.75143433,6430.66462026892
1812,LRA,1,Moderate,724082.165847778,5790.94246376038
1813,LRA,1,Moderate,2451899.79902649,7221.01569948844
1814,LRA,1,Moderate,4028693.28526306,12074.3373215289
1815,LRA,1,Moderate,2282032.65518188,6446.39067135095
1816,LRA,1,Moderate,277588.211784363,8851.82584941921
1817,LRA,1,Moderate,119809.25567627,1386.17348623938
1818,LRA,1,Moderate,702624.834686279,3353.50849569798
1819,LRA,1,Moderate,22154.1930007935,766.216128904967
1820,LRA,1,Moderate,54930.3302459717,1022.90815325262
1821,LRA,1,Moderate,1088647.43304443,7094.4777962094
1822,LRA,1,Moderate,82550.4049224854,1426.23986322895
1823,LRA,1,Moderate,2591343.12588501,6439.09655919394
1824,LRA,1,Moderate,379883.815124512,3429.76825079172
1825,LRA,1,Moderate,212451.378883362,8241.44394910164
1826,LRA,1,Moderate,9941418.7922821,21069.2864996333
1827,LRA,1,Moderate,16314.1596069336,2441.44860938138
1828,LRA,1,Moderate,1285326.31132507,4803.63733228354
1829,LRA,1,Moderate,2087201.75206757,50518.3273754359
1830,LRA,1,Moderate,1108305.7429657,29580.8689374408
1831,LRA,1,Moderate,1682714.34501648,40364.9863608401
1832,LRA,1,Moderate,5528212.56637573,17074.599904893
1833,LRA,1,Moderate,44070.4338684082,1216.32295183484
1834,LRA,1,Moderate,2103890.40220642,6444.60837982699
1835,LRA,1,Moderate,266872.184631348,3607.65513151434
1836,LRA,1,Moderate,1500453.5821228,9414.83854238703
1837,LRA,1,Moderate,832766.743972778,4329.76085939934
1838,LRA,1,Moderate,157328.59098053,4860.05279762458
1839,LRA,1,Moderate,818278.863143921,4034.37179570159
1840,LRA,1,Moderate,124458.579589844,1900.19819675148
1841,LRA,1,Moderate,15265877.0110321,43460.2695545619
1842,LRA,1,Moderate,1389780.38800049,4946.91185263061
1843,LRA,1,Moderate,2590806.0410614,6438.52547316998
1844,LRA,1,Moderate,255261.945266724,5919.77799515716
1845,LRA,1,Moderate,39783.4168548584,1047.64937061425
1846,LRA,1,Moderate,40188.4739685059,806.21461446264
1847,LRA,1,Moderate,520618.005783081,2999.81522225682
1848,LRA,1,Moderate,2594980.6242981,6443.75710057694
1849,LRA,1,Moderate,1521024.61491394,6267.114742994
1850,LRA,1,Moderate,659173.934082031,4049.52621372968
1851,LRA,1,Moderate,642723.353775024,7235.6795734089
1852,LRA,1,Moderate,2725464.94828796,6605.48717463402
1853,LRA,1,Moderate,664619.716201782,3265.03922813368
1854,LRA,1,Moderate,2389512.59664917,8490.02971444193
1855,LRA,1,Moderate,724058.640228271,4122.13441564238
1856,LRA,1,Moderate,954749.200714111,4336.10757115024
1857,LRA,1,Moderate,160326.632049561,2078.50529580755
1858,LRA,1,Moderate,246421.249984741,3098.8607329841
1859,LRA,1,Moderate,1211617.29866028,5586.98130897989
1860,LRA,1,Moderate,1284840.10314941,4803.68255481825
1861,LRA,1,Moderate,693688.373840332,3332.59001427775
1862,LRA,1,Moderate,1291618.45898438,4818.56163936339
1863,LRA,1,Moderate,621152.709983826,19871.8082872699
1864,LRA,1,Moderate,823082.181243896,8850.25086362131
1865,LRA,1,Moderate,128056.460678101,2119.528279535
1866,LRA,1,Moderate,564281.950744629,3004.88124283071
1867,LRA,1,Moderate,461992.36378479,10770.2831341412
1868,LRA,1,Moderate,526823.937255859,3221.00417464112
1869,LRA,1,Moderate,112548.487686157,2804.05910553358
1870,LRA,1,Moderate,2512301.21995544,6351.1079874474
1871,LRA,1,Moderate,2172649.86550903,7786.64971253948
1872,LRA,1,Moderate,20554.4629974365,793.317022608098
1873,LRA,1,Moderate,2111417.94172668,6458.33772740359
1874,LRA,1,Moderate,220687.94203949,5626.29849523987
1875,LRA,1,Moderate,8758908.29380798,31289.3825414581
1876,LRA,1,Moderate,718878.63394928,17446.9784401636
1877,LRA,1,Moderate,29181.7779388428,1049.21068201469
1878,LRA,1,Moderate,1569659.78161621,9121.65859176534
1879,LRA,1,Moderate,1704600.00004578,42120.0000000261
1880,LRA,1,Moderate,1473933.56959534,6420.83122312047
1881,LRA,1,Moderate,666880.936279297,3267.23261075929
1882,LRA,1,Moderate,633902.132583618,3191.51813353049
1883,LRA,1,Moderate,673344.237014771,18416.810596277
1884,LRA,1,Moderate,339136.387710571,2555.33603677263
1885,LRA,1,Moderate,206100.000061035,8759.99999998696
1886,LRA,1,Moderate,1872388.00283813,9702.52465998672
1887,LRA,1,Moderate,31749.8394470215,1647.08933535153
1888,LRA,1,Moderate,2604311.68634033,6455.74534411886
1889,LRA,1,Moderate,2065355.80096436,6390.9658910526
1890,LRA,1,Moderate,1063239.23394775,4706.80316974882
1891,LRA,1,Moderate,1251900.00012207,6960.00000000373
1892,LRA,1,Moderate,624643.893234253,3163.61798306363
1893,LRA,1,Moderate,191365.283981323,2265.7054646048
1894,LRA,1,Moderate,293744.729431152,11450.5474381956
1895,LRA,1,Moderate,540995.720001221,3913.68273754832
1896,LRA,1,Moderate,3017392.55532837,59294.3071465178
1897,LRA,1,Moderate,68822.7364349365,2960.37923989862
1898,LRA,1,Moderate,369113.064147949,2993.73716753683
1899,LRA,1,Moderate,2096846.63792419,50970.5854750134
1900,LRA,1,Moderate,225444.857597351,6527.18063602177
1901,LRA,1,Moderate,2600952.39712524,6451.17756636111
1902,LRA,1,Moderate,194952.456420898,1994.94637856444
1903,LRA,1,Moderate,798698.96660614,20106.7630692727
1904,LRA,1,Moderate,6699516.8642807,161913.436703404
1905,LRA,1,Moderate,2603198.81105042,6453.32828806309
1906,LRA,1,Moderate,651768.097869873,3235.06904007022
1907,LRA,1,Moderate,301390.116455078,11611.9776813039
1908,LRA,1,Moderate,216585.073303223,5570.28487356366
1909,LRA,1,Moderate,142224703.204269,280000.926835467
1910,LRA,1,Moderate,13636.1169281006,596.649758322148
1911,LRA,1,Moderate,4379835.54856873,12688.9466485881
1912,LRA,1,Moderate,10782202.2714996,17872.0504586736
1913,LRA,1,Moderate,144050.621276855,1520.97314953433
1914,LRA,1,Moderate,1928242.11636353,6403.26604460129
1915,LRA,1,Moderate,932399.999923706,23219.9999999907
1916,LRA,1,Moderate,668114.287124634,3277.93514824251
1917,LRA,1,Moderate,2613510.14465332,6467.35020133912
1918,LRA,1,Moderate,3395248.94128418,12678.4727126687
1919,LRA,1,Moderate,169012.707595825,3825.83550872253
1920,LRA,1,Moderate,2891650.03805542,16458.4462077882
1921,LRA,1,Moderate,324317.297927856,2417.2112628268
1922,LRA,1,Moderate,82306.2098846436,1409.78735675946
1923,LRA,1,Moderate,2510019.72821045,6454.53664146939
1924,LRA,1,Moderate,97887.6336669922,1292.4092502594
1925,LRA,1,Moderate,680053.449066162,8047.48412062403
1926,LRA,1,Moderate,1387193.12521362,28669.6756792785
1927,LRA,1,Moderate,17111.1090240479,569.495834637193
1928,LRA,1,Moderate,31123.7516937256,731.589884690027
1929,LRA,1,Moderate,648222.821136475,3220.49743336703
1930,LRA,1,Moderate,304020.145584106,5202.17407056104
1931,LRA,1,Moderate,169165.025894165,3073.5988922677
1932,LRA,1,Moderate,113666.094535828,2281.37108974107
1933,LRA,1,Moderate,204941.112411499,3040.6080113406
1934,LRA,1,Moderate,8158.76483154297,366.315728427261
1935,LRA,1,Moderate,21715.9167785645,680.600183142011
1936,LRA,1,Moderate,20258.7901916504,605.491199503223
1937,LRA,1,Moderate,2435072.74380493,6245.08327567688
1938,LRA,1,Moderate,1715255.26014709,7134.75111464798
1939,LRA,1,Moderate,11911163.9100952,20890.0636553045
1940,LRA,1,Moderate,586898.463500977,15979.8406629455
1941,LRA,1,Moderate,2785500,8459.99999996834
1942,LRA,1,Moderate,884912.143035889,4155.46569132194
1943,LRA,1,Moderate,890999.999938965,18719.999999987
1944,LRA,1,Moderate,1.30618286132813,5.13672543794744
1945,LRA,1,Moderate,111380.716911316,2876.17060312284
1946,LRA,1,Moderate,649123.851638794,3222.7300443294
1947,LRA,1,Moderate,642422.593475342,3207.07390900647
1948,LRA,1,Moderate,44535.5894165039,1643.33205193769
1949,LRA,1,Moderate,205346.955673218,5377.58316689078
1950,LRA,1,Moderate,972281.642425537,4834.29567360674
1951,LRA,1,Moderate,315986.488800049,4651.25935109462
1952,LRA,1,Moderate,1097754.13931274,6505.52548207253
1953,LRA,1,Moderate,468294.825210571,15504.2133943309
1954,LRA,1,Moderate,1552211.57276917,13422.8187892165
1955,LRA,1,Moderate,53279058.1400146,192192.961134446
1956,LRA,1,Moderate,2573399.79244995,8018.0482681287
1957,LRA,1,Moderate,1297695.28308105,6589.03566744838
1958,LRA,1,Moderate,7092.8422088623,362.406609909623
1959,LRA,1,Moderate,1870704.41265869,10213.3432679844
1960,LRA,1,Moderate,1361878.4103241,4918.08591830227
1961,LRA,1,Moderate,161728.67779541,1608.62215218098
1962,LRA,1,Moderate,487645.20425415,3220.66168628216
1963,LRA,1,Moderate,189900,2819.99999999255
1964,LRA,1,Moderate,2583835.02790833,6430.71330600884
1965,LRA,1,Moderate,1939664.70252991,8040.05830304324
1966,LRA,1,Moderate,1190962.33135223,31944.4955686052
1967,LRA,1,Moderate,292514.054916382,7688.01102625847
1968,LRA,1,Moderate,617897.164154053,3144.87496284123
1969,LRA,1,Moderate,20720.789352417,613.996437823473
1970,LRA,1,Moderate,122608.187103271,1618.11311111743
1971,LRA,1,Moderate,158434.172996521,3986.63928568966
1972,LRA,1,Moderate,323625.511581421,2413.2628293589
1973,LRA,1,Moderate,1211600.6504364,4723.527355619
1974,LRA,1,Moderate,3992782.79832458,9686.46767688268
1975,LRA,1,Moderate,22880.7560577393,1125.12175456499
1976,LRA,1,Moderate,86243.0692749023,1509.9840880472
1977,LRA,1,Moderate,1699182.35282898,7241.5311867779
1978,LRA,1,Moderate,2585148.73168945,6431.35537827624
1979,LRA,1,Moderate,142558.113014221,4300.71898464413
1980,LRA,1,Moderate,484417.025085449,3214.73179141267
1981,LRA,1,Moderate,4268415.93557739,15454.8955765781
1982,LRA,1,Moderate,2587718.74142456,6434.70014610294
1983,LRA,1,Moderate,19304.7803649902,616.377683579286
1984,LRA,1,Moderate,969601.541229248,4825.05150299684
1985,LRA,1,Moderate,119511829.307968,278981.151315122
1986,LRA,1,Moderate,23835.7725219727,826.49111097202
1987,LRA,1,Moderate,586365.935058594,3066.45083542797
1988,LRA,1,Moderate,345915.623703003,2485.27104856178
1989,LRA,1,Moderate,1540043.76442719,43212.769247401
1990,LRA,1,Moderate,161630.312240601,1608.13135991825
1991,LRA,1,Moderate,2229184.74403381,7247.75730572634
1992,LRA,1,Moderate,147387.226577759,3848.7431589799
1993,LRA,1,Moderate,837694.086868286,4869.02059399077
1994,LRA,1,Moderate,486144.58934021,3220.45063528524
1995,LRA,1,Moderate,162110.767547607,1610.52043774395
1996,LRA,1,Moderate,42375.9991989136,1013.32139489429
1997,LRA,1,Moderate,44212.7549514771,1422.97717850133
1998,LRA,1,Moderate,1980951.24291992,6466.01920273552
1999,LRA,1,Moderate,457126.782745361,2745.94525413577
2000,LRA,1,Moderate,2643974.20108032,6504.91532067825
2001,LRA,1,Moderate,1016.35729980469,141.305820985333
2002,LRA,1,Moderate,161866.464096069,1609.30571264337
2003,LRA,1,Moderate,683510.850524902,4201.59596893417
2004,LRA,1,Moderate,1292661.17666626,4822.71798553935
2005,LRA,1,Moderate,56325.7421417236,1044.34720682033
2006,LRA,1,Moderate,183437.748474121,4985.75695484816
2007,LRA,1,Moderate,2457494.10572815,6273.14235417929
2008,LRA,1,Moderate,1015.86946105957,141.261861931953
2009,LRA,1,Moderate,60958.6654815674,1551.19700519924
2010,LRA,1,Moderate,1015.50146484375,141.228830583419
2011,LRA,1,Moderate,537300,12900
2012,LRA,1,Moderate,1015.48553466797,141.218070967579
2013,LRA,1,Moderate,325236.197662354,2417.63537820051
2014,LRA,1,Moderate,325043.193023682,2416.67443774069
2015,LRA,1,Moderate,322163.445037842,2406.11744639759
2016,LRA,1,Moderate,87588.940826416,1755.22089550578
2017,LRA,1,Moderate,52179.3455123901,1505.08693018013
2018,LRA,1,Moderate,1014.52638244629,141.140891921372
2019,LRA,1,Moderate,2423052.21876526,9642.27591900131
2020,LRA,1,Moderate,155562.077507019,3444.05571983959
2021,LRA,1,Moderate,16442981.516922,32698.6369937052
2022,LRA,1,Moderate,5059.17034912109,301.809991894775
2023,LRA,1,Moderate,40471.1484680176,804.69768989447
2024,LRA,1,Moderate,1013.19194030762,140.893462040655
2025,LRA,1,Moderate,649369.930740356,3223.36461399576
2026,LRA,1,Moderate,1013.10580444336,140.894697713575
2027,LRA,1,Moderate,101949.556503296,1615.65502333012
2028,LRA,1,Moderate,3559151.45980835,8441.8616628575
2029,LRA,1,Moderate,160712.485443115,1603.62283756292
2030,LRA,1,Moderate,120600.725738525,1808.04622837768
2031,LRA,1,Moderate,40473.1155090332,804.717350662069
2032,LRA,1,Moderate,1531411.79017639,11554.7747713981
2033,LRA,1,Moderate,47304.2488327026,1287.17770772767
2034,LRA,1,Moderate,1009.73335266113,140.626164949978
2035,LRA,1,Moderate,1192486.45022583,6960.56366533668
2036,LRA,1,Moderate,1013.73509216309,140.925255500511
2037,LRA,1,Moderate,3252119.97769165,67448.9180013156
2038,LRA,1,Moderate,1008.91700744629,140.605073436767
2039,LRA,1,Moderate,1013.94976806641,140.93702573606
2040,LRA,1,Moderate,20237.1782226563,603.631367564744
2041,LRA,1,Moderate,322773.789398193,3321.40097095367
2042,LRA,1,Moderate,40519.7323913574,805.187577292918
2043,LRA,1,Moderate,1013.84396362305,140.933595852538
2044,LRA,1,Moderate,2585827.12901306,6432.23546599585
2045,LRA,1,Moderate,75380.8050079346,1749.03422893007
2046,LRA,1,Moderate,2028.1159362793,181.250747493542
2047,LRA,1,Moderate,52060.6488723755,2263.88470434462
2048,LRA,1,Moderate,40455.5035095215,804.542191851938
2049,LRA,1,Moderate,1009.62030029297,140.653341750251
2050,LRA,1,Moderate,1009.15246582031,140.642715118294
2051,LRA,1,Moderate,1010.37983703613,140.696122238862
2052,LRA,1,Moderate,2603770.84564209,6468.22073647479
2053,LRA,1,Moderate,40455.929107666,804.546408881312
2054,LRA,1,Moderate,970295.325531006,7200.863782431
2055,LRA,1,Moderate,1013.32020568848,141.00759433677
2056,LRA,1,Moderate,1012.91352844238,140.9221088531
2057,LRA,1,Moderate,2661867.43107605,6765.99368545908
2058,LRA,1,Moderate,280634.471511841,2636.42782831171
2059,LRA,1,Moderate,1488967.4535141,37684.1899446723
2060,LRA,1,Moderate,1010.83343505859,140.745520472116
2061,LRA,1,Moderate,20227.9451904297,603.458277283872
2062,LRA,1,Moderate,1013.10723876953,140.983664071196
2063,LRA,1,Moderate,1782280.22668457,7882.70676680908
2064,LRA,1,Moderate,20236.7058410645,603.635508913188
2065,LRA,1,Moderate,1012.95286560059,140.973949761372
2066,LRA,1,Moderate,957218.58895874,5618.25297841392
2067,LRA,1,Moderate,1058.93994140625,142.791508186993
2068,LRA,1,Moderate,888300.000015259,17640.0000000075
2069,LRA,1,Moderate,20230.2255249023,603.47658869725
2070,LRA,1,Moderate,1075.46214294434,143.411307793539
2071,LRA,1,Moderate,157594.622085571,1588.11417958118
2072,LRA,1,Moderate,40455.9130401611,804.546329416609
2073,LRA,1,Moderate,20237.7234039307,603.654689133356
2074,LRA,1,Moderate,1234334.68318176,8371.41689007013
2075,LRA,1,Moderate,141296.199111938,2326.01019087675
2076,LRA,1,Moderate,1833.94970703125,215.923285827355
2077,LRA,1,Moderate,63712.5692901611,1358.81986121815
2078,LRA,1,Moderate,1076.48132324219,143.454424088512
2079,LRA,1,Moderate,10115.117980957,502.918671800212
2080,LRA,1,Moderate,1008485.73965454,4935.10944807269
2081,LRA,1,Moderate,94258.6899871826,1260.99637385983
2082,LRA,1,Moderate,40459.4368286133,804.581292905735
2083,LRA,1,Moderate,80909.2221832275,1206.7094875012
2084,LRA,1,Moderate,20226.4711456299,603.436846399164
2085,LRA,1,Moderate,1362160.89620209,33322.90401408
2086,LRA,1,Moderate,20225.5944671631,603.419032758316
2087,LRA,1,Moderate,121365.974533081,1609.08022286755
2088,LRA,1,Moderate,256604.617919922,3154.17159427226
2089,LRA,1,Moderate,40451.5326690674,804.502717830171
2090,LRA,1,Moderate,40449.7011108398,804.484485303656
2091,LRA,1,Moderate,9619.49043273926,504.085342039404
2092,LRA,1,Moderate,86400.0000305176,1679.99999999814
2093,LRA,1,Moderate,1581300,35219.9999999721
2094,LRA,1,Moderate,176400.000045776,2580.00000000559
2095,LRA,1,Moderate,80908.1988983154,1206.73118522251
2096,LRA,1,Moderate,80903.6854858398,1206.82130202364
2097,LRA,1,Moderate,509.1357421875,107.705648357254
2098,LRA,1,Moderate,19561.3543395996,598.348150972172
2099,LRA,1,Moderate,20373.543838501,607.404725628819
2100,LRA,1,Moderate,2588061.84118652,6435.08596866131
2101,LRA,1,Moderate,52876.3200531006,1274.29972626874
2102,LRA,1,Moderate,20485.4404754639,605.983423097686
2103,LRA,1,Moderate,19133.8689117432,594.319662589365
2104,LRA,1,Moderate,4259562.00698853,12442.5766043359
2105,LRA,1,Moderate,34244.8370056152,982.133665312213
2106,LRA,1,Moderate,165428.41394043,3035.1911577579
2107,LRA,1,Moderate,38517.6048583984,785.599132130585
2108,LRA,1,Moderate,1548980.36470032,11670.4338472664
2109,LRA,1,Moderate,185993.327667236,2450.31432644794
2110,LRA,1,Moderate,75536.1018218994,1220.66571918399
2111,LRA,1,Moderate,38797.347442627,1006.5739245074
2112,LRA,1,Moderate,43584.9630126953,835.723996219392
2113,LRA,1,Moderate,19187.0637817383,594.225785359022
2114,LRA,1,Moderate,21679067.2566223,85376.4908442462
2115,LRA,1,Moderate,19282.8480377197,595.360861229661
2116,LRA,1,Moderate,19513.8237915039,600.923192409763
2117,LRA,1,Moderate,38445.31199646,784.766516580983
2118,LRA,1,Moderate,74.8149261474609,128.831136589442
2119,LRA,1,Moderate,19370.1254272461,596.68440582208
2120,LRA,1,Moderate,720496.818145752,5228.79108963068
2121,LRA,1,Moderate,2821648.89808655,6767.79689918729
2122,LRA,1,Moderate,98489.1138458252,1622.75875262508
2123,LRA,1,Moderate,78627.8593444824,1647.81608439452
2124,LRA,1,Moderate,19805.0499267578,606.715625679597
2125,LRA,1,Moderate,1772206.10505676,11706.3691536274
2126,LRA,1,Moderate,19406.1576843262,597.839794360382
2127,LRA,1,Moderate,20303.8973083496,600.421117352202
2128,LRA,1,Moderate,40862.5310974121,809.092410047758
2129,LRA,1,Moderate,1882467.59777832,8260.57943791344
2130,LRA,1,Moderate,132661.136283875,2236.01444200975
2131,LRA,1,Moderate,41127.9647216797,811.208030117843
2132,LRA,1,Moderate,40586.6551818848,805.847275158406
2133,LRA,1,Moderate,21349.1751251221,626.852695537543
2134,LRA,1,Moderate,40120.7754364014,801.714466195584
2135,LRA,1,Moderate,307252.569343567,12366.3405779294
2136,LRA,1,Moderate,823344.270294189,6918.24943573002
2137,LRA,1,Moderate,40594.5190582275,805.925724636735
2138,LRA,1,Moderate,20544.1781311035,608.466040377302
2139,LRA,1,Moderate,20296.4071807861,604.661670731063
2140,LRA,1,Moderate,21293.9716186523,625.745713588313
2141,LRA,1,Moderate,232707.578086853,3053.61876507842
2142,LRA,1,Moderate,21319.6569671631,625.404419250485
2143,LRA,1,Moderate,82726.7345428467,1268.21287498047
2144,LRA,1,Moderate,171783.516708374,1659.70177916831
2145,LRA,1,Moderate,45660.2137298584,1025.15670379357
2146,LRA,1,Moderate,41184.4781951904,1002.57215178234
2147,LRA,1,Moderate,619200,15000.0000000168
2148,LRA,1,Moderate,40587.9268341064,805.866871039338
2149,LRA,1,Moderate,1480439.81599426,7584.69867886311
2150,LRA,1,Moderate,40857.7973632813,808.788748756844
2151,LRA,1,Moderate,294873.711387634,7736.78014979337
2152,LRA,1,Moderate,20751.4248809814,606.91294787046
2153,LRA,1,Moderate,2587782.89445496,6434.64542408874
2154,LRA,1,Moderate,20635.6157073975,605.995356090834
2155,LRA,1,Moderate,50123.5800018311,1226.20753999836
2156,LRA,1,Moderate,40927.2781982422,809.382781785321
2157,LRA,1,Moderate,732427.38949585,6988.58359721855
2158,LRA,1,Moderate,40615.7409362793,806.136568783486
2159,LRA,1,Moderate,20302.7371520996,604.229744158362
2160,LRA,1,Moderate,41738.1020507813,817.353935747321
2161,LRA,1,Moderate,40595.6059417725,805.940659662651
2162,LRA,1,Moderate,20533.8553924561,608.899432489059
2163,LRA,1,Moderate,126561.251876831,1661.08811384811
2164,LRA,1,Moderate,1042517.74163818,8408.6665632527
2165,LRA,1,Moderate,2145013.07023621,10767.1558535874
2166,LRA,1,Moderate,139101.088378906,2843.17204042246
2167,LRA,1,Moderate,60888.7326049805,1208.35729514988
2168,LRA,1,Moderate,40521.4286346436,805.210136936073
